;derivative_mean;derivative_min;derivative_max;expVisits_sampling_mean;expVisits_sampling_min;expVisits_sampling_max
60;0.41;0.41;0.41;0.43;0.43;0.43
61;0.41;0.41;0.41;0.43;0.43;0.43
62;0.41;0.41;0.41;0.43;0.43;0.43
63;0.41;0.41;0.41;0.43;0.43;0.43
64;0.41;0.41;0.41;0.43;0.43;0.43
65;0.41;0.41;0.41;0.43;0.43;0.43
66;0.41;0.41;0.41;0.43;0.43;0.43
67;0.41;0.41;0.41;0.43;0.43;0.43
68;0.41;0.41;0.41;0.43;0.43;0.43
69;0.41;0.41;0.41;0.43;0.43;0.43
70;0.41;0.41;0.41;0.43;0.43;0.43
71;0.41;0.41;0.41;0.43;0.43;0.43
72;0.41;0.41;0.41;0.43;0.43;0.43
73;0.41;0.41;0.41;0.43;0.43;0.43
74;0.41;0.41;0.41;0.43;0.43;0.43
75;0.41;0.41;0.41;0.43;0.43;0.43
76;0.41;0.41;0.41;0.43;0.43;0.43
77;0.41;0.41;0.41;0.43;0.43;0.43
78;0.41;0.41;0.41;0.43;0.43;0.43
79;0.41;0.41;0.41;0.43;0.43;0.43
80;0.41;0.41;0.41;0.43;0.43;0.43
81;0.41;0.41;0.41;0.43;0.43;0.43
82;0.41;0.41;0.41;0.43;0.43;0.43
83;0.41;0.41;0.41;0.43;0.43;0.43
84;0.41;0.41;0.41;0.43;0.43;0.43
85;0.41;0.41;0.41;0.43;0.43;0.43
86;0.41;0.41;0.41;0.43;0.43;0.43
87;0.41;0.41;0.41;0.43;0.43;0.43
88;0.4;0.4;0.4;0.43;0.43;0.43
89;0.4;0.4;0.4;0.43;0.43;0.43
90;0.41;0.41;0.41;0.43;0.43;0.43
91;0.4;0.4;0.4;0.43;0.43;0.43
92;0.4;0.4;0.4;0.43;0.43;0.43
93;0.4;0.4;0.4;0.43;0.43;0.43
94;0.4;0.4;0.4;0.43;0.43;0.43
95;0.4;0.4;0.4;0.43;0.43;0.43
96;0.4;0.4;0.4;0.43;0.43;0.43
97;0.4;0.4;0.4;0.43;0.43;0.43
98;0.4;0.4;0.4;0.43;0.43;0.43
99;0.4;0.4;0.4;0.43;0.43;0.43
100;0.4;0.4;0.4;0.43;0.43;0.43
101;0.4;0.4;0.4;0.43;0.43;0.43
102;0.4;0.4;0.4;0.43;0.43;0.43
103;0.4;0.4;0.4;0.43;0.43;0.43
104;0.4;0.4;0.4;0.43;0.43;0.43
105;0.4;0.4;0.4;0.43;0.43;0.43
106;0.4;0.4;0.4;0.43;0.43;0.43
107;0.4;0.4;0.4;0.43;0.43;0.43
108;0.4;0.4;0.4;0.43;0.43;0.43
109;0.4;0.4;0.4;0.43;0.43;0.43
110;0.4;0.4;0.4;0.43;0.43;0.43
111;0.4;0.4;0.4;0.43;0.43;0.43
112;0.4;0.4;0.4;0.43;0.43;0.43
113;0.4;0.4;0.4;0.43;0.43;0.43
114;0.4;0.4;0.4;0.43;0.43;0.43
115;0.4;0.4;0.4;0.43;0.43;0.43
116;0.4;0.4;0.4;0.43;0.43;0.43
117;0.4;0.4;0.4;0.43;0.43;0.43
118;0.4;0.4;0.4;0.43;0.43;0.43
119;0.4;0.4;0.4;0.43;0.43;0.43
120;0.4;0.4;0.4;0.43;0.43;0.43
121;0.4;0.4;0.4;0.43;0.43;0.43
122;0.4;0.4;0.4;0.43;0.43;0.43
123;0.4;0.4;0.4;0.43;0.43;0.43
124;0.4;0.4;0.4;0.43;0.43;0.43
125;0.4;0.4;0.4;0.43;0.43;0.43
126;0.4;0.4;0.4;0.43;0.43;0.43
127;0.39;0.39;0.39;0.43;0.43;0.43
128;0.39;0.39;0.39;0.43;0.43;0.43
129;0.39;0.39;0.39;0.43;0.43;0.43
130;0.39;0.39;0.39;0.43;0.43;0.43
131;0.39;0.39;0.39;0.43;0.43;0.43
132;0.39;0.39;0.39;0.43;0.43;0.43
133;0.39;0.39;0.39;0.43;0.43;0.43
134;0.39;0.39;0.39;0.43;0.43;0.43
135;0.39;0.39;0.39;0.43;0.43;0.43
136;0.39;0.39;0.39;0.43;0.43;0.43
137;0.39;0.39;0.39;0.43;0.43;0.43
138;0.39;0.39;0.39;0.43;0.43;0.43
139;0.39;0.39;0.39;0.43;0.43;0.43
140;0.39;0.39;0.39;0.43;0.43;0.43
141;0.39;0.39;0.39;0.43;0.43;0.43
142;0.39;0.39;0.39;0.43;0.43;0.43
143;0.39;0.39;0.39;0.43;0.43;0.43
144;0.39;0.39;0.39;0.43;0.43;0.43
145;0.39;0.39;0.39;0.43;0.43;0.43
146;0.39;0.39;0.39;0.43;0.43;0.43
147;0.39;0.39;0.39;0.43;0.43;0.43
148;0.39;0.39;0.39;0.43;0.43;0.43
149;0.39;0.39;0.39;0.43;0.43;0.43
150;0.39;0.39;0.39;0.43;0.43;0.43
151;0.39;0.39;0.39;0.43;0.43;0.43
152;0.39;0.39;0.39;0.43;0.43;0.43
153;0.39;0.39;0.39;0.43;0.43;0.43
154;0.39;0.39;0.39;0.43;0.43;0.43
155;0.39;0.39;0.39;0.43;0.43;0.43
156;0.39;0.39;0.39;0.43;0.43;0.43
157;0.39;0.39;0.39;0.42;0.42;0.42
158;0.39;0.39;0.39;0.42;0.42;0.42
159;0.39;0.39;0.39;0.42;0.42;0.42
160;0.39;0.39;0.39;0.42;0.42;0.42
161;0.39;0.39;0.39;0.42;0.42;0.42
162;0.39;0.39;0.39;0.42;0.42;0.42
163;0.39;0.39;0.39;0.42;0.42;0.42
164;0.39;0.39;0.39;0.42;0.42;0.42
165;0.39;0.39;0.39;0.42;0.42;0.42
166;0.39;0.39;0.39;0.42;0.42;0.42
167;0.39;0.39;0.39;0.42;0.42;0.42
168;0.39;0.39;0.39;0.42;0.42;0.42
169;0.39;0.39;0.39;0.42;0.42;0.42
170;0.39;0.39;0.39;0.42;0.42;0.42
171;0.39;0.39;0.39;0.42;0.42;0.42
172;0.39;0.39;0.39;0.42;0.42;0.42
173;0.39;0.39;0.39;0.42;0.42;0.42
174;0.39;0.39;0.39;0.42;0.42;0.42
175;0.39;0.39;0.39;0.42;0.42;0.42
176;0.39;0.39;0.39;0.42;0.42;0.42
177;0.39;0.39;0.39;0.42;0.42;0.42
178;0.39;0.39;0.39;0.42;0.42;0.42
179;0.39;0.39;0.39;0.42;0.42;0.42
180;0.39;0.39;0.39;0.42;0.42;0.42
181;0.39;0.39;0.39;0.42;0.42;0.42
182;0.39;0.39;0.39;0.42;0.42;0.42
183;0.39;0.39;0.39;0.42;0.42;0.42
184;0.39;0.39;0.39;0.42;0.42;0.42
185;0.39;0.39;0.39;0.42;0.42;0.42
186;0.39;0.39;0.39;0.42;0.42;0.42
187;0.39;0.39;0.39;0.42;0.42;0.42
188;0.39;0.39;0.39;0.42;0.42;0.42
189;0.39;0.39;0.39;0.42;0.42;0.42
190;0.39;0.39;0.39;0.42;0.42;0.42
191;0.39;0.39;0.39;0.42;0.42;0.42
192;0.39;0.39;0.39;0.42;0.42;0.42
193;0.39;0.39;0.39;0.42;0.42;0.42
194;0.39;0.39;0.39;0.42;0.42;0.42
195;0.39;0.39;0.39;0.42;0.42;0.42
196;0.39;0.39;0.39;0.42;0.42;0.42
197;0.39;0.39;0.39;0.42;0.42;0.42
198;0.39;0.39;0.39;0.42;0.42;0.42
199;0.39;0.39;0.39;0.42;0.42;0.42
200;0.39;0.39;0.39;0.42;0.42;0.42
201;0.39;0.39;0.39;0.42;0.42;0.42
202;0.39;0.39;0.39;0.42;0.42;0.42
203;0.39;0.39;0.39;0.42;0.42;0.42
204;0.38;0.38;0.38;0.42;0.42;0.42
205;0.38;0.38;0.38;0.42;0.42;0.42
206;0.38;0.38;0.38;0.42;0.42;0.42
207;0.38;0.38;0.38;0.42;0.42;0.42
208;0.38;0.38;0.38;0.42;0.42;0.42
209;0.38;0.38;0.38;0.42;0.42;0.42
210;0.38;0.38;0.38;0.42;0.42;0.42
211;0.38;0.38;0.38;0.42;0.42;0.42
212;0.38;0.38;0.38;0.42;0.42;0.42
213;0.38;0.38;0.38;0.42;0.42;0.42
214;0.38;0.38;0.38;0.42;0.42;0.42
215;0.38;0.38;0.38;0.42;0.42;0.42
216;0.38;0.38;0.38;0.42;0.42;0.42
217;0.38;0.38;0.38;0.42;0.42;0.42
218;0.38;0.38;0.38;0.42;0.42;0.42
219;0.38;0.38;0.38;0.42;0.42;0.42
220;0.38;0.38;0.38;0.42;0.42;0.42
221;0.38;0.38;0.38;0.42;0.42;0.42
222;0.38;0.38;0.38;0.42;0.42;0.42
223;0.38;0.38;0.38;0.42;0.42;0.42
224;0.38;0.38;0.38;0.42;0.42;0.42
225;0.38;0.38;0.38;0.42;0.42;0.42
226;0.38;0.38;0.38;0.42;0.42;0.42
227;0.38;0.38;0.38;0.42;0.42;0.42
228;0.38;0.38;0.38;0.42;0.42;0.42
229;0.38;0.38;0.38;0.42;0.42;0.42
230;0.38;0.38;0.38;0.42;0.42;0.42
231;0.38;0.38;0.38;0.42;0.42;0.42
232;0.38;0.38;0.38;0.42;0.42;0.42
233;0.38;0.38;0.38;0.42;0.42;0.42
234;0.38;0.38;0.38;0.42;0.42;0.42
235;0.38;0.38;0.38;0.42;0.42;0.42
236;0.38;0.38;0.38;0.42;0.42;0.42
237;0.38;0.38;0.38;0.42;0.42;0.42
238;0.38;0.38;0.38;0.42;0.42;0.42
239;0.38;0.38;0.38;0.42;0.42;0.42
240;0.38;0.38;0.38;0.42;0.42;0.42
241;0.38;0.38;0.38;0.42;0.42;0.42
242;0.38;0.38;0.38;0.42;0.42;0.42
243;0.38;0.38;0.38;0.42;0.42;0.42
244;0.38;0.38;0.38;0.42;0.42;0.42
245;0.38;0.38;0.38;0.42;0.42;0.42
246;0.38;0.38;0.38;0.42;0.42;0.42
247;0.38;0.38;0.38;0.42;0.42;0.42
248;0.38;0.38;0.38;0.42;0.42;0.42
249;0.38;0.38;0.38;0.42;0.42;0.42
250;0.38;0.38;0.38;0.42;0.42;0.42
251;0.38;0.38;0.38;0.42;0.42;0.42
252;0.38;0.38;0.38;0.42;0.42;0.42
253;0.38;0.38;0.38;0.42;0.42;0.42
254;0.38;0.38;0.38;0.42;0.42;0.42
255;0.38;0.38;0.38;0.42;0.42;0.42
256;0.38;0.38;0.38;0.42;0.42;0.42
257;0.38;0.38;0.38;0.42;0.42;0.42
258;0.38;0.38;0.38;0.42;0.42;0.42
259;0.38;0.38;0.38;0.42;0.42;0.42
260;0.38;0.38;0.38;0.42;0.42;0.42
261;0.38;0.38;0.38;0.42;0.42;0.42
262;0.38;0.38;0.38;0.42;0.42;0.42
263;0.38;0.38;0.38;0.42;0.42;0.42
264;0.38;0.38;0.38;0.42;0.42;0.42
265;0.38;0.38;0.38;0.42;0.42;0.42
266;0.38;0.38;0.38;0.42;0.42;0.42
267;0.38;0.38;0.38;0.42;0.42;0.42
268;0.38;0.38;0.38;0.42;0.42;0.42
269;0.38;0.38;0.38;0.42;0.42;0.42
270;0.38;0.38;0.38;0.42;0.42;0.42
271;0.38;0.38;0.38;0.42;0.42;0.42
272;0.38;0.38;0.38;0.42;0.42;0.42
273;0.38;0.38;0.38;0.42;0.42;0.42
274;0.37;0.37;0.37;0.42;0.42;0.42
275;0.37;0.37;0.37;0.42;0.42;0.42
276;0.37;0.37;0.37;0.42;0.42;0.42
277;0.37;0.37;0.37;0.42;0.42;0.42
278;0.37;0.37;0.37;0.42;0.42;0.42
279;0.37;0.37;0.37;0.42;0.42;0.42
280;0.37;0.37;0.37;0.42;0.42;0.42
281;0.37;0.37;0.37;0.42;0.42;0.42
282;0.37;0.37;0.37;0.42;0.42;0.42
283;0.37;0.37;0.37;0.42;0.42;0.42
284;0.37;0.37;0.37;0.42;0.42;0.42
285;0.37;0.37;0.37;0.42;0.42;0.42
286;0.37;0.37;0.37;0.42;0.42;0.42
287;0.37;0.37;0.37;0.42;0.42;0.42
288;0.37;0.37;0.37;0.42;0.42;0.42
289;0.37;0.37;0.37;0.42;0.42;0.42
290;0.37;0.37;0.37;0.42;0.42;0.42
291;0.37;0.37;0.37;0.42;0.42;0.42
292;0.37;0.37;0.37;0.42;0.42;0.42
293;0.37;0.37;0.37;0.42;0.42;0.42
294;0.37;0.37;0.37;0.42;0.42;0.42
295;0.37;0.37;0.37;0.42;0.42;0.42
296;0.37;0.37;0.37;0.42;0.42;0.42
297;0.37;0.37;0.37;0.42;0.42;0.42
298;0.37;0.37;0.37;0.42;0.42;0.42
299;0.37;0.37;0.37;0.42;0.42;0.42
300;0.37;0.37;0.37;0.42;0.42;0.42
301;0.37;0.37;0.37;0.42;0.42;0.42
302;0.37;0.37;0.37;0.42;0.42;0.42
303;0.37;0.37;0.37;0.42;0.42;0.42
304;0.37;0.37;0.37;0.42;0.42;0.42
305;0.37;0.37;0.37;0.42;0.42;0.42
306;0.37;0.37;0.37;0.42;0.42;0.42
307;0.37;0.37;0.37;0.42;0.42;0.42
308;0.37;0.37;0.37;0.42;0.42;0.42
309;0.37;0.37;0.37;0.42;0.42;0.42
310;0.37;0.37;0.37;0.42;0.42;0.42
311;0.37;0.37;0.37;0.42;0.42;0.42
312;0.37;0.37;0.37;0.42;0.42;0.42
313;0.37;0.37;0.37;0.42;0.42;0.42
314;0.37;0.37;0.37;0.42;0.42;0.42
315;0.37;0.37;0.37;0.42;0.42;0.42
316;0.37;0.37;0.37;0.42;0.42;0.42
317;0.37;0.37;0.37;0.42;0.42;0.42
318;0.37;0.37;0.37;0.42;0.42;0.42
319;0.37;0.37;0.37;0.42;0.42;0.42
320;0.37;0.37;0.37;0.42;0.42;0.42
321;0.37;0.37;0.37;0.42;0.42;0.42
322;0.37;0.37;0.37;0.42;0.42;0.42
323;0.37;0.37;0.37;0.41;0.41;0.41
324;0.37;0.37;0.37;0.41;0.41;0.41
325;0.37;0.37;0.37;0.41;0.41;0.41
326;0.37;0.37;0.37;0.41;0.41;0.41
327;0.37;0.37;0.37;0.41;0.41;0.41
328;0.37;0.37;0.37;0.41;0.41;0.41
329;0.37;0.37;0.37;0.41;0.41;0.41
330;0.37;0.37;0.37;0.41;0.41;0.41
331;0.37;0.37;0.37;0.41;0.41;0.41
332;0.37;0.37;0.37;0.41;0.41;0.41
333;0.37;0.37;0.37;0.41;0.41;0.41
334;0.37;0.37;0.37;0.41;0.41;0.41
335;0.37;0.37;0.37;0.41;0.41;0.41
336;0.37;0.37;0.37;0.41;0.41;0.41
337;0.37;0.37;0.37;0.41;0.41;0.41
338;0.37;0.37;0.37;0.41;0.41;0.41
339;0.37;0.37;0.37;0.41;0.41;0.41
340;0.37;0.37;0.37;0.41;0.41;0.41
341;0.37;0.37;0.37;0.41;0.41;0.41
342;0.37;0.37;0.37;0.41;0.41;0.41
343;0.37;0.37;0.37;0.41;0.41;0.41
344;0.37;0.37;0.37;0.41;0.41;0.41
345;0.37;0.37;0.37;0.41;0.41;0.41
346;0.37;0.37;0.37;0.41;0.41;0.41
347;0.37;0.37;0.37;0.41;0.41;0.41
348;0.37;0.37;0.37;0.41;0.41;0.41
349;0.37;0.37;0.37;0.41;0.41;0.41
350;0.37;0.37;0.37;0.41;0.41;0.41
351;0.37;0.37;0.37;0.41;0.41;0.41
352;0.37;0.37;0.37;0.41;0.41;0.41
353;0.37;0.37;0.37;0.41;0.41;0.41
354;0.37;0.37;0.37;0.41;0.41;0.41
355;0.37;0.37;0.37;0.41;0.41;0.41
356;0.37;0.37;0.37;0.41;0.41;0.41
357;0.37;0.37;0.37;0.41;0.41;0.41
358;0.37;0.37;0.37;0.41;0.41;0.41
359;0.37;0.37;0.37;0.41;0.41;0.41
360;0.37;0.37;0.37;0.41;0.41;0.41
361;0.37;0.37;0.37;0.41;0.41;0.41
362;0.37;0.37;0.37;0.41;0.41;0.41
363;0.37;0.37;0.37;0.41;0.41;0.41
364;0.37;0.37;0.37;0.41;0.41;0.41
365;0.37;0.37;0.37;0.41;0.41;0.41
366;0.37;0.37;0.37;0.41;0.41;0.41
367;0.37;0.37;0.37;0.41;0.41;0.41
368;0.37;0.37;0.37;0.41;0.41;0.41
369;0.37;0.37;0.37;0.41;0.41;0.41
370;0.37;0.37;0.37;0.41;0.41;0.41
371;0.37;0.37;0.37;0.41;0.41;0.41
372;0.37;0.37;0.37;0.41;0.41;0.41
373;0.37;0.37;0.37;0.41;0.41;0.41
374;0.37;0.37;0.37;0.41;0.41;0.41
375;0.37;0.37;0.37;0.41;0.41;0.41
376;0.37;0.37;0.37;0.41;0.41;0.41
377;0.37;0.37;0.37;0.41;0.41;0.41
378;0.37;0.37;0.37;0.41;0.41;0.41
379;0.37;0.37;0.37;0.41;0.41;0.41
380;0.37;0.37;0.37;0.41;0.41;0.41
381;0.37;0.37;0.37;0.41;0.41;0.41
382;0.37;0.37;0.37;0.41;0.41;0.41
383;0.37;0.37;0.37;0.41;0.41;0.41
384;0.37;0.37;0.37;0.41;0.41;0.41
385;0.37;0.37;0.37;0.41;0.41;0.41
386;0.37;0.37;0.37;0.41;0.41;0.41
387;0.37;0.37;0.37;0.41;0.41;0.41
388;0.37;0.37;0.37;0.41;0.41;0.41
389;0.37;0.37;0.37;0.41;0.41;0.41
390;0.37;0.37;0.37;0.41;0.41;0.41
391;0.36;0.36;0.36;0.41;0.41;0.41
392;0.36;0.36;0.36;0.41;0.41;0.41
393;0.36;0.36;0.36;0.41;0.41;0.41
394;0.36;0.36;0.36;0.41;0.41;0.41
395;0.36;0.36;0.36;0.41;0.41;0.41
396;0.36;0.36;0.36;0.41;0.41;0.41
397;0.36;0.36;0.36;0.41;0.41;0.41
398;0.36;0.36;0.36;0.41;0.41;0.41
399;0.36;0.36;0.36;0.41;0.41;0.41
400;0.36;0.36;0.36;0.41;0.41;0.41
401;0.36;0.36;0.36;0.41;0.41;0.41
402;0.36;0.36;0.36;0.41;0.41;0.41
403;0.36;0.36;0.36;0.41;0.41;0.41
404;0.36;0.36;0.36;0.41;0.41;0.41
405;0.36;0.36;0.36;0.41;0.41;0.41
406;0.36;0.36;0.36;0.41;0.41;0.41
407;0.36;0.36;0.36;0.41;0.41;0.41
408;0.36;0.36;0.36;0.41;0.41;0.41
409;0.36;0.36;0.36;0.41;0.41;0.41
410;0.36;0.36;0.36;0.41;0.41;0.41
411;0.36;0.36;0.36;0.41;0.41;0.41
412;0.36;0.36;0.36;0.41;0.41;0.41
413;0.36;0.36;0.36;0.41;0.41;0.41
414;0.36;0.36;0.36;0.41;0.41;0.41
415;0.36;0.36;0.36;0.41;0.41;0.41
416;0.36;0.36;0.36;0.41;0.41;0.41
417;0.36;0.36;0.36;0.41;0.41;0.41
418;0.36;0.36;0.36;0.41;0.41;0.41
419;0.36;0.36;0.36;0.41;0.41;0.41
420;0.36;0.36;0.36;0.41;0.41;0.41
421;0.36;0.36;0.36;0.41;0.41;0.41
422;0.36;0.36;0.36;0.41;0.41;0.41
423;0.36;0.36;0.36;0.41;0.41;0.41
424;0.36;0.36;0.36;0.41;0.41;0.41
425;0.36;0.36;0.36;0.41;0.41;0.41
426;0.36;0.36;0.36;0.41;0.41;0.41
427;0.36;0.36;0.36;0.41;0.41;0.41
428;0.36;0.36;0.36;0.41;0.41;0.41
429;0.36;0.36;0.36;0.41;0.41;0.41
430;0.36;0.36;0.36;0.41;0.41;0.41
431;0.36;0.36;0.36;0.41;0.41;0.41
432;0.36;0.36;0.36;0.41;0.41;0.41
433;0.36;0.36;0.36;0.41;0.41;0.41
434;0.36;0.36;0.36;0.41;0.41;0.41
435;0.36;0.36;0.36;0.41;0.41;0.41
436;0.36;0.36;0.36;0.41;0.41;0.41
437;0.36;0.36;0.36;0.41;0.41;0.41
438;0.36;0.36;0.36;0.41;0.41;0.41
439;0.36;0.36;0.36;0.41;0.41;0.41
440;0.36;0.36;0.36;0.41;0.41;0.41
441;0.36;0.36;0.36;0.41;0.41;0.41
442;0.36;0.36;0.36;0.41;0.41;0.41
443;0.36;0.36;0.36;0.41;0.41;0.41
444;0.36;0.36;0.36;0.41;0.41;0.41
445;0.36;0.36;0.36;0.41;0.41;0.41
446;0.36;0.36;0.36;0.41;0.41;0.41
447;0.36;0.36;0.36;0.41;0.41;0.41
448;0.36;0.36;0.36;0.41;0.41;0.41
449;0.36;0.36;0.36;0.41;0.41;0.41
450;0.36;0.36;0.36;0.41;0.41;0.41
451;0.36;0.36;0.36;0.41;0.41;0.41
452;0.36;0.36;0.36;0.41;0.41;0.41
453;0.36;0.36;0.36;0.41;0.41;0.41
454;0.36;0.36;0.36;0.41;0.41;0.41
455;0.36;0.36;0.36;0.41;0.41;0.41
456;0.36;0.36;0.36;0.41;0.41;0.41
457;0.36;0.36;0.36;0.41;0.41;0.41
458;0.36;0.36;0.36;0.41;0.41;0.41
459;0.36;0.36;0.36;0.41;0.41;0.41
460;0.36;0.36;0.36;0.41;0.41;0.41
461;0.36;0.36;0.36;0.41;0.41;0.41
462;0.36;0.36;0.36;0.41;0.41;0.41
463;0.36;0.36;0.36;0.41;0.41;0.41
464;0.36;0.36;0.36;0.41;0.41;0.41
465;0.36;0.36;0.36;0.41;0.41;0.41
466;0.36;0.36;0.36;0.41;0.41;0.41
467;0.36;0.36;0.36;0.41;0.41;0.41
468;0.36;0.36;0.36;0.41;0.41;0.41
469;0.36;0.36;0.36;0.41;0.41;0.41
470;0.36;0.36;0.36;0.41;0.41;0.41
471;0.36;0.36;0.36;0.41;0.41;0.41
472;0.36;0.36;0.36;0.41;0.41;0.41
473;0.36;0.36;0.36;0.41;0.41;0.41
474;0.36;0.36;0.36;0.41;0.41;0.41
475;0.36;0.36;0.36;0.41;0.41;0.41
476;0.36;0.36;0.36;0.41;0.41;0.41
477;0.36;0.36;0.36;0.41;0.41;0.41
478;0.36;0.36;0.36;0.41;0.41;0.41
479;0.36;0.36;0.36;0.41;0.41;0.41
480;0.36;0.36;0.36;0.41;0.41;0.41
481;0.36;0.36;0.36;0.41;0.41;0.41
482;0.36;0.36;0.36;0.41;0.41;0.41
483;0.36;0.36;0.36;0.41;0.41;0.41
484;0.36;0.36;0.36;0.41;0.41;0.41
485;0.36;0.36;0.36;0.41;0.41;0.41
486;0.36;0.36;0.36;0.41;0.41;0.41
487;0.36;0.36;0.36;0.41;0.41;0.41
488;0.36;0.36;0.36;0.41;0.41;0.41
489;0.36;0.36;0.36;0.41;0.41;0.41
490;0.36;0.36;0.36;0.41;0.41;0.41
491;0.36;0.36;0.36;0.41;0.41;0.41
492;0.36;0.36;0.36;0.41;0.41;0.41
493;0.36;0.36;0.36;0.41;0.41;0.41
494;0.36;0.36;0.36;0.41;0.41;0.41
495;0.36;0.36;0.36;0.41;0.41;0.41
496;0.36;0.36;0.36;0.41;0.41;0.41
497;0.36;0.36;0.36;0.41;0.41;0.41
498;0.36;0.36;0.36;0.41;0.41;0.41
499;0.36;0.36;0.36;0.41;0.41;0.41
500;0.36;0.36;0.36;0.41;0.41;0.41
501;0.36;0.36;0.36;0.41;0.41;0.41
502;0.36;0.36;0.36;0.41;0.41;0.41
503;0.36;0.36;0.36;0.41;0.41;0.41
504;0.36;0.36;0.36;0.41;0.41;0.41
505;0.36;0.36;0.36;0.41;0.41;0.41
506;0.36;0.36;0.36;0.41;0.41;0.41
507;0.36;0.36;0.36;0.41;0.41;0.41
508;0.36;0.36;0.36;0.41;0.41;0.41
509;0.36;0.36;0.36;0.41;0.41;0.41
510;0.36;0.36;0.36;0.41;0.41;0.41
511;0.36;0.36;0.36;0.41;0.41;0.41
512;0.36;0.36;0.36;0.41;0.41;0.41
513;0.36;0.36;0.36;0.41;0.41;0.41
514;0.36;0.36;0.36;0.41;0.41;0.41
515;0.36;0.36;0.36;0.41;0.41;0.41
516;0.36;0.36;0.36;0.41;0.41;0.41
517;0.36;0.36;0.36;0.41;0.41;0.41
518;0.36;0.36;0.36;0.41;0.41;0.41
519;0.36;0.36;0.36;0.41;0.41;0.41
520;0.36;0.36;0.36;0.41;0.41;0.41
521;0.36;0.36;0.36;0.41;0.41;0.41
522;0.36;0.36;0.36;0.41;0.41;0.41
523;0.36;0.36;0.36;0.41;0.41;0.41
524;0.36;0.36;0.36;0.41;0.41;0.41
525;0.36;0.36;0.36;0.41;0.41;0.41
526;0.36;0.36;0.36;0.41;0.41;0.41
527;0.36;0.36;0.36;0.41;0.41;0.41
528;0.36;0.36;0.36;0.41;0.41;0.41
529;0.36;0.36;0.36;0.41;0.41;0.41
530;0.36;0.36;0.36;0.41;0.41;0.41
531;0.36;0.36;0.36;0.41;0.41;0.41
532;0.36;0.36;0.36;0.41;0.41;0.41
533;0.36;0.36;0.36;0.41;0.41;0.41
