;derivative_mean;derivative_min;derivative_max;expVisits_sampling_mean;expVisits_sampling_min;expVisits_sampling_max;expVisits_mean;expVisits_min;expVisits_max;samples_mean;samples_min;samples_max;random_mean;random_min;random_max
38;0.41856988;0.41856988;0.41856988;0.435215836;0.435215836;0.435215836;0.435303855;0.435303855;0.435303855;0.437350763;0.437350763;0.437350763;0.44055381;0.44055381;0.44055381
39;0.418975507;0.418975507;0.418975507;0.435300993;0.435300993;0.435300993;0.435286228;0.435286228;0.435286228;0.437355404;0.437355404;0.437355404;0.440559157;0.440559157;0.440559157
40;0.418694169;0.418694169;0.418694169;0.435104827;0.435104827;0.435104827;0.435224652;0.435224652;0.435224652;0.437333754;0.437333754;0.437333754;0.440558548;0.440558548;0.440558548
41;0.418378632;0.418378632;0.418378632;0.43499114;0.43499114;0.43499114;0.435157283;0.435157283;0.435157283;0.436967804;0.436967804;0.436967804;0.440452392;0.440452392;0.440452392
42;0.418539848;0.418539848;0.418539848;0.434650273;0.434650273;0.434650273;0.435032475;0.435032475;0.435032475;0.436904464;0.436904464;0.436904464;0.440442532;0.440442532;0.440442532
43;0.417623728;0.417623728;0.417623728;0.434586566;0.434586566;0.434586566;0.434822582;0.434822582;0.434822582;0.436901508;0.436901508;0.436901508;0.440435589;0.440435589;0.440435589
44;0.416658061;0.416658061;0.416658061;0.434545612;0.434545612;0.434545612;0.434872497;0.434872497;0.434872497;0.436823428;0.436823428;0.436823428;0.440261056;0.440261056;0.440261056
45;0.41647081;0.41647081;0.41647081;0.435114613;0.435114613;0.435114613;0.434814485;0.434814485;0.434814485;0.436833556;0.436833556;0.436833556;0.44022855;0.44022855;0.44022855
46;0.416493251;0.416493251;0.416493251;0.43505;0.43505;0.43505;0.434759387;0.434759387;0.434759387;0.436778194;0.436778194;0.436778194;0.440199033;0.440199033;0.440199033
47;0.4156567;0.4156567;0.4156567;0.435025578;0.435025578;0.435025578;0.434723168;0.434723168;0.434723168;0.43675988;0.43675988;0.43675988;0.438481934;0.438481934;0.438481934
48;0.416072333;0.416072333;0.416072333;0.435056216;0.435056216;0.435056216;0.434606247;0.434606247;0.434606247;0.436753537;0.436753537;0.436753537;0.438444678;0.438444678;0.438444678
49;0.415385488;0.415385488;0.415385488;0.433368569;0.433368569;0.433368569;0.434666045;0.434666045;0.434666045;0.43684515;0.43684515;0.43684515;0.438362905;0.438362905;0.438362905
50;0.415271907;0.415271907;0.415271907;0.433445411;0.433445411;0.433445411;0.434653402;0.434653402;0.434653402;0.436843117;0.436843117;0.436843117;0.43829061;0.43829061;0.43829061
51;0.415010408;0.415010408;0.415010408;0.433438834;0.433438834;0.433438834;0.434410499;0.434410499;0.434410499;0.436829704;0.436829704;0.436829704;0.438212059;0.438212059;0.438212059
52;0.414703968;0.414703968;0.414703968;0.433471492;0.433471492;0.433471492;0.43439814;0.43439814;0.43439814;0.436827752;0.436827752;0.436827752;0.438197724;0.438197724;0.438197724
53;0.415450148;0.415450148;0.415450148;0.433490728;0.433490728;0.433490728;0.434273287;0.434273287;0.434273287;0.436898278;0.436898278;0.436898278;0.438193488;0.438193488;0.438193488
54;0.416329828;0.416329828;0.416329828;0.433417713;0.433417713;0.433417713;0.434168273;0.434168273;0.434168273;0.436733056;0.436733056;0.436733056;0.43812173;0.43812173;0.43812173
55;0.415771739;0.415771739;0.415771739;0.433309521;0.433309521;0.433309521;0.434138535;0.434138535;0.434138535;0.435749964;0.435749964;0.435749964;0.438008419;0.438008419;0.438008419
56;0.415773615;0.415773615;0.415773615;0.432891543;0.432891543;0.432891543;0.434166894;0.434166894;0.434166894;0.435808593;0.435808593;0.435808593;0.438009612;0.438009612;0.438009612
57;0.415508868;0.415508868;0.415508868;0.43287543;0.43287543;0.43287543;0.434139793;0.434139793;0.434139793;0.435704338;0.435704338;0.435704338;0.438003891;0.438003891;0.438003891
58;0.414977089;0.414977089;0.414977089;0.432852587;0.432852587;0.432852587;0.434062617;0.434062617;0.434062617;0.435675705;0.435675705;0.435675705;0.437997517;0.437997517;0.437997517
59;0.414260204;0.414260204;0.414260204;0.43285114;0.43285114;0.43285114;0.434035411;0.434035411;0.434035411;0.435713479;0.435713479;0.435713479;0.437996018;0.437996018;0.437996018
60;0.414233631;0.414233631;0.414233631;0.432853021;0.432853021;0.432853021;0.433694673;0.433694673;0.433694673;0.435670807;0.435670807;0.435670807;0.437999054;0.437999054;0.437999054
61;0.414130013;0.414130013;0.414130013;0.432840802;0.432840802;0.432840802;0.433720636;0.433720636;0.433720636;0.43569999;0.43569999;0.43569999;0.437972749;0.437972749;0.437972749
62;0.413152217;0.413152217;0.413152217;0.432823905;0.432823905;0.432823905;0.433761834;0.433761834;0.433761834;0.435714568;0.435714568;0.435714568;0.437965275;0.437965275;0.437965275
63;0.412675372;0.412675372;0.412675372;0.432563976;0.432563976;0.432563976;0.433718724;0.433718724;0.433718724;0.435685843;0.435685843;0.435685843;0.437958678;0.437958678;0.437958678
64;0.41184167;0.41184167;0.41184167;0.432519966;0.432519966;0.432519966;0.43369375;0.43369375;0.43369375;0.435680524;0.435680524;0.435680524;0.437964579;0.437964579;0.437964579
65;0.411903349;0.411903349;0.411903349;0.432480497;0.432480497;0.432480497;0.43362166;0.43362166;0.43362166;0.435599939;0.435599939;0.435599939;0.437935316;0.437935316;0.437935316
66;0.411731086;0.411731086;0.411731086;0.432469346;0.432469346;0.432469346;0.433612582;0.433612582;0.433612582;0.435550339;0.435550339;0.435550339;0.437922231;0.437922231;0.437922231
67;0.41213847;0.41213847;0.41213847;0.43240304;0.43240304;0.43240304;0.433579447;0.433579447;0.433579447;0.435023847;0.435023847;0.435023847;0.437922134;0.437922134;0.437922134
68;0.412521022;0.412521022;0.412521022;0.432051514;0.432051514;0.432051514;0.433730007;0.433730007;0.433730007;0.435036412;0.435036412;0.435036412;0.437921735;0.437921735;0.437921735
69;0.411959794;0.411959794;0.411959794;0.431801822;0.431801822;0.431801822;0.433673226;0.433673226;0.433673226;0.434147227;0.434147227;0.434147227;0.437875089;0.437875089;0.437875089
70;0.411106217;0.411106217;0.411106217;0.431785203;0.431785203;0.431785203;0.433712227;0.433712227;0.433712227;0.434158061;0.434158061;0.434158061;0.4378488;0.4378488;0.4378488
71;0.410293491;0.410293491;0.410293491;0.431773119;0.431773119;0.431773119;0.433627436;0.433627436;0.433627436;0.434017876;0.434017876;0.434017876;0.437804474;0.437804474;0.437804474
72;0.409875307;0.409875307;0.409875307;0.431361715;0.431361715;0.431361715;0.433587292;0.433587292;0.433587292;0.434001823;0.434001823;0.434001823;0.437820972;0.437820972;0.437820972
73;0.410321972;0.410321972;0.410321972;0.431374674;0.431374674;0.431374674;0.433555209;0.433555209;0.433555209;0.433981729;0.433981729;0.433981729;0.437817405;0.437817405;0.437817405
74;0.410062981;0.410062981;0.410062981;0.432296784;0.432296784;0.432296784;0.43353319;0.43353319;0.43353319;0.433979634;0.433979634;0.433979634;0.437804198;0.437804198;0.437804198
75;0.409594442;0.409594442;0.409594442;0.432306715;0.432306715;0.432306715;0.433442299;0.433442299;0.433442299;0.433973375;0.433973375;0.433973375;0.437804763;0.437804763;0.437804763
76;0.408593356;0.408593356;0.408593356;0.432060052;0.432060052;0.432060052;0.43349491;0.43349491;0.43349491;0.434019285;0.434019285;0.434019285;0.437794866;0.437794866;0.437794866
77;0.40870726;0.40870726;0.40870726;0.431948359;0.431948359;0.431948359;0.4335018;0.4335018;0.4335018;0.434023734;0.434023734;0.434023734;0.437912333;0.437912333;0.437912333
78;0.408475515;0.408475515;0.408475515;0.431963614;0.431963614;0.431963614;0.433567174;0.433567174;0.433567174;0.434039915;0.434039915;0.434039915;0.437904382;0.437904382;0.437904382
79;0.407944488;0.407944488;0.407944488;0.431926502;0.431926502;0.431926502;0.433573593;0.433573593;0.433573593;0.43404694;0.43404694;0.43404694;0.437903427;0.437903427;0.437903427
80;0.406940143;0.406940143;0.406940143;0.430944475;0.430944475;0.430944475;0.433267527;0.433267527;0.433267527;0.434044986;0.434044986;0.434044986;0.437755318;0.437755318;0.437755318
81;0.40659106;0.40659106;0.40659106;0.430936396;0.430936396;0.430936396;0.433273337;0.433273337;0.433273337;0.434014926;0.434014926;0.434014926;0.43775152;0.43775152;0.43775152
82;0.406431747;0.406431747;0.406431747;0.430933568;0.430933568;0.430933568;0.43323635;0.43323635;0.43323635;0.433696499;0.433696499;0.433696499;0.437788423;0.437788423;0.437788423
83;0.406540624;0.406540624;0.406540624;0.430837694;0.430837694;0.430837694;0.43326873;0.43326873;0.43326873;0.431820238;0.431820238;0.431820238;0.437774447;0.437774447;0.437774447
84;0.406649491;0.406649491;0.406649491;0.43072728;0.43072728;0.43072728;0.433233761;0.433233761;0.433233761;0.431787007;0.431787007;0.431787007;0.437773375;0.437773375;0.437773375
85;0.406207693;0.406207693;0.406207693;0.430728831;0.430728831;0.430728831;0.433188639;0.433188639;0.433188639;0.431113814;0.431113814;0.431113814;0.437803232;0.437803232;0.437803232
86;0.405749341;0.405749341;0.405749341;0.4307078;0.4307078;0.4307078;0.433193793;0.433193793;0.433193793;0.431108847;0.431108847;0.431108847;0.437806198;0.437806198;0.437806198
87;0.40548405;0.40548405;0.40548405;0.430349129;0.430349129;0.430349129;0.433083168;0.433083168;0.433083168;0.431103807;0.431103807;0.431103807;0.437663639;0.437663639;0.437663639
88;0.404798776;0.404798776;0.404798776;0.430258773;0.430258773;0.430258773;0.433113423;0.433113423;0.433113423;0.431015152;0.431015152;0.431015152;0.437579511;0.437579511;0.437579511
89;0.404595318;0.404595318;0.404595318;0.430278655;0.430278655;0.430278655;0.43301842;0.43301842;0.43301842;0.431011124;0.431011124;0.431011124;0.437578251;0.437578251;0.437578251
90;0.405108528;0.405108528;0.405108528;0.430255343;0.430255343;0.430255343;0.432960294;0.432960294;0.432960294;0.430923328;0.430923328;0.430923328;0.437612958;0.437612958;0.437612958
91;0.404671304;0.404671304;0.404671304;0.430132667;0.430132667;0.430132667;0.432935503;0.432935503;0.432935503;0.43075525;0.43075525;0.43075525;0.437616265;0.437616265;0.437616265
92;0.40452549;0.40452549;0.40452549;0.429729274;0.429729274;0.429729274;0.432897806;0.432897806;0.432897806;0.430755348;0.430755348;0.430755348;0.437600638;0.437600638;0.437600638
93;0.404084435;0.404084435;0.404084435;0.42972881;0.42972881;0.42972881;0.432914978;0.432914978;0.432914978;0.430678593;0.430678593;0.430678593;0.437306321;0.437306321;0.437306321
94;0.403764109;0.403764109;0.403764109;0.429672201;0.429672201;0.429672201;0.432866947;0.432866947;0.432866947;0.430675264;0.430675264;0.430675264;0.437326265;0.437326265;0.437326265
95;0.403870743;0.403870743;0.403870743;0.429671896;0.429671896;0.429671896;0.432871317;0.432871317;0.432871317;0.430613802;0.430613802;0.430613802;0.437300162;0.437300162;0.437300162
96;0.403181666;0.403181666;0.403181666;0.429525074;0.429525074;0.429525074;0.43288727;0.43288727;0.43288727;0.430606653;0.430606653;0.430606653;0.437296767;0.437296767;0.437296767
97;0.403176125;0.403176125;0.403176125;0.428999606;0.428999606;0.428999606;0.43280313;0.43280313;0.43280313;0.430492292;0.430492292;0.430492292;0.437291998;0.437291998;0.437291998
98;0.402153078;0.402153078;0.402153078;0.428991803;0.428991803;0.428991803;0.432852832;0.432852832;0.432852832;0.430268559;0.430268559;0.430268559;0.437290127;0.437290127;0.437290127
99;0.401766151;0.401766151;0.401766151;0.428952306;0.428952306;0.428952306;0.432856459;0.432856459;0.432856459;0.430198955;0.430198955;0.430198955;0.437290127;0.437290127;0.437290127
