;0;0;0;0;0
350;70.42;69.78;71.78;72.81;84.81
351;70.39;69.75;71.75;72.75;84.77
352;70.35;69.71;71.46;72.3;83.69
353;70.3;69.66;71.4;72.3;83.66
354;70.28;69.64;70.73;72.26;83.65
355;70.28;69.13;70.71;72.22;83.64
356;70.25;68.87;70.7;72.16;83.58
357;70.07;68.36;70.67;72.08;83.54
358;70.01;68.28;70.66;71.88;83.48
359;69.17;68.27;70.63;71.79;83.45
360;68.83;67.84;70.54;71.71;83.44
361;68.73;67.83;70.5;71.63;83.39
362;68.49;67.82;70.44;71.53;83.38
363;68.29;67.87;69.72;71.53;83.23
364;67.37;67.87;69.53;71.38;83.08
365;67.36;67.85;69.45;70.96;83.0
366;67.33;67.7;69.42;70.81;82.99
367;67.32;67.68;69.2;70.64;81.77
368;67.17;67.37;69.18;70.58;81.63
369;66.6;67.31;68.96;70.39;81.29
370;66.5;66.86;68.8;70.32;81.1
371;66.47;66.8;68.73;70.3;81.04
372;66.15;66.74;68.62;70.3;80.84
373;66.04;66.68;68.58;70.24;80.75
374;65.57;66.59;68.36;70.21;80.65
375;65.54;66.43;68.31;70.16;80.58
376;65.36;66.42;68.08;69.78;80.48
377;65.34;66.42;67.99;69.7;80.39
378;65.03;66.4;67.93;69.55;80.33
379;64.7;66.36;67.85;69.23;80.31
380;64.59;66.14;67.69;69.05;80.08
381;64.57;66.13;67.67;69.0;80.03
382;64.54;66.13;67.66;68.94;79.95
383;64.37;66.13;67.65;68.93;79.9
384;64.17;66.05;67.51;68.69;79.87
385;63.97;65.87;67.48;68.63;79.44
386;63.91;65.86;67.47;68.62;79.39
387;63.66;65.8;67.32;68.6;79.31
388;63.66;65.58;67.19;68.55;79.04
389;63.62;65.37;67.16;68.54;78.76
390;63.43;65.13;67.13;68.36;78.72
391;63.37;65.09;67.12;68.29;78.62
392;63.32;65.06;67.12;68.25;78.61
393;62.51;65.05;67.11;68.24;78.58
394;62.47;64.87;67.08;68.21;78.32
395;62.28;64.81;66.95;68.1;78.26
396;62.25;64.75;66.93;68.07;77.91
397;62.24;64.71;66.92;67.54;77.89
398;62.21;64.53;66.87;67.34;77.84
399;61.91;64.52;66.82;66.99;77.84
400;61.9;64.41;66.8;66.99;77.82
401;61.89;64.38;66.79;66.87;77.79
402;61.85;64.24;66.77;66.77;77.76
403;61.78;64.19;66.75;66.73;77.48
404;61.75;63.88;66.71;66.73;77.44
405;61.38;63.84;66.54;66.66;77.41
406;61.37;63.83;66.49;66.65;77.39
407;61.34;63.72;66.46;66.63;77.31
408;61.21;63.7;66.45;66.58;77.29
409;61.18;63.26;66.44;66.55;77.28
410;61.04;63.22;66.28;66.45;77.24
411;61.02;63.15;66.25;66.4;76.81
412;60.89;63.03;66.25;66.06;76.7
413;60.79;62.96;66.23;66.04;76.67
414;60.91;62.87;66.16;66.0;76.56
415;60.85;62.77;65.54;65.86;76.53
416;60.82;62.76;65.39;65.85;76.49
417;60.76;62.75;65.42;65.79;76.47
418;60.73;62.74;65.39;65.77;76.37
419;60.72;62.69;65.23;65.62;76.33
420;60.72;62.64;64.68;65.5;76.33
421;60.71;62.59;64.53;65.47;76.3
422;60.71;62.47;64.49;65.39;76.0
423;60.56;62.46;64.49;65.36;75.67
424;60.56;62.38;64.46;65.13;75.6
425;59.94;62.33;64.42;64.95;75.59
426;59.93;62.27;64.37;64.94;75.49
427;59.89;62.27;64.37;64.93;75.37
428;59.89;62.25;64.05;64.93;75.36
429;59.89;62.16;63.64;64.93;71.99
430;59.85;62.12;63.51;64.86;71.95
431;59.83;61.98;63.13;64.46;71.76
432;59.76;61.94;63.07;64.44;71.68
433;59.63;61.91;63.06;64.16;71.66
434;59.58;61.83;63.05;63.92;71.61
435;59.55;61.79;62.4;63.55;71.57
436;59.52;61.75;61.57;63.54;71.03
437;59.51;61.72;61.2;63.5;70.91
438;59.5;61.69;61.03;63.16;70.87
439;59.42;61.68;60.96;63.03;70.84
440;59.4;61.66;60.96;62.96;70.81
441;59.34;61.64;60.94;62.91;70.79
442;59.26;61.45;60.83;62.89;70.66
443;59.19;61.27;60.82;62.86;70.64
444;58.84;61.27;60.75;62.59;70.61
445;58.8;61.22;60.71;62.54;69.88
446;58.63;60.99;60.63;62.51;69.83
447;58.59;60.98;60.6;62.49;69.37
448;58.56;60.95;60.53;62.44;68.94
449;58.41;60.94;60.52;62.36;68.42
450;58.28;60.89;60.49;62.36;68.67
451;58.16;60.86;60.4;62.32;68.6
452;58.15;60.86;60.13;62.26;68.52
453;58.1;60.85;60.1;62.25;68.18
454;58.05;60.85;59.93;62.22;68.14
455;58.03;60.84;59.88;62.19;67.85
456;57.77;60.66;59.8;61.86;67.82
457;57.62;60.41;59.66;61.58;67.58
458;57.51;60.4;59.64;61.57;67.54
459;57.4;60.37;59.62;61.33;67.5
460;57.38;60.29;59.61;61.3;67.5
461;57.35;60.27;59.55;61.27;67.46
462;57.3;60.15;59.51;61.23;67.18
463;57.27;60.14;59.49;61.23;66.97
464;57.26;60.06;59.39;61.2;66.96
465;57.23;60.03;59.33;61.18;66.92
466;57.18;60.02;59.11;61.16;66.88
467;57.18;60.01;58.55;61.15;66.84
468;57.16;60.0;58.41;61.09;66.84
469;56.94;59.96;58.39;60.98;66.83
470;56.93;59.88;58.37;60.89;66.19
471;56.4;59.82;58.34;60.87;66.15
472;56.37;59.81;58.23;60.72;66.15
473;56.18;59.79;58.22;60.7;66.08
474;56.17;59.77;58.16;60.6;65.81
475;56.16;59.74;58.16;60.6;65.77
476;56.16;59.5;58.09;60.42;65.77
477;56.14;59.47;57.98;60.4;65.65
478;56.1;59.39;57.69;60.36;65.59
479;55.76;59.38;57.62;60.27;64.86
480;55.73;59.36;57.6;60.16;64.85
481;55.69;59.32;57.45;60.14;64.64
482;55.52;59.24;57.45;59.89;64.63
483;55.52;59.24;57.43;59.73;64.59
484;55.52;59.22;57.42;59.66;64.4
485;55.5;59.15;57.4;59.58;64.4
486;55.37;59.15;57.21;59.57;64.04
487;55.35;59.14;57.04;59.5;64.01
488;55.32;59.01;56.97;59.42;64.01
489;55.14;58.97;56.89;59.4;63.95
490;55.07;58.84;56.81;59.39;63.8
491;55.05;58.26;56.8;59.36;63.78
492;54.9;58.21;56.78;59.34;63.72
493;54.85;58.19;56.77;59.21;63.08
494;54.84;58.09;56.76;59.15;63.05
495;54.7;58.08;56.76;59.09;62.89
496;54.69;58.07;56.73;59.09;62.88
497;54.36;58.06;56.21;59.05;62.87
498;54.24;57.96;56.13;58.95;62.82
499;54.19;57.82;56.12;58.93;62.81
