;0;0;0;0;0
280;74.7;75.13;77.97;76.31;76.75
281;74.56;74.97;77.82;76.17;76.59
282;74.42;74.85;77.66;76.02;76.27
283;74.38;74.8;77.62;75.98;75.87
284;74.36;74.74;77.48;75.89;75.68
285;74.3;74.66;77.37;75.78;75.6
286;74.07;74.34;77.07;75.54;75.53
287;74.01;74.26;76.99;75.47;75.36
288;73.81;74.05;76.79;75.19;75.15
289;73.6;73.84;76.59;74.99;75.0
290;73.39;73.63;76.43;74.79;74.55
291;73.14;73.37;76.11;74.59;74.38
292;73.06;73.21;75.89;74.42;74.29
293;72.99;73.16;75.84;74.4;73.93
294;72.98;73.14;75.81;74.37;73.56
295;72.96;73.12;75.79;74.35;72.88
296;72.94;73.12;75.77;74.34;72.52
297;72.83;73.01;75.66;74.23;72.12
298;72.52;72.68;75.34;73.91;71.91
299;72.59;72.79;74.46;73.54;71.71
300;72.55;72.73;74.4;73.48;71.67
301;72.49;72.66;74.34;73.43;71.5
302;72.47;72.64;74.31;73.41;71.42
303;72.28;72.46;74.11;73.22;71.23
304;72.18;72.25;73.94;73.03;70.96
305;71.99;72.13;73.67;72.85;70.76
306;71.88;72.02;73.56;72.75;70.58
307;71.85;71.96;73.46;72.65;70.46
308;71.7;71.71;73.27;72.24;70.36
309;71.5;71.48;73.01;72.02;70.04
310;71.44;71.37;72.82;71.88;69.82
311;71.15;71.03;72.48;71.57;69.52
312;71.08;70.98;72.4;71.5;69.45
313;70.88;70.79;72.27;71.32;69.39
314;70.74;70.66;72.15;71.19;69.33
315;70.54;70.44;71.94;70.96;69.26
316;70.05;69.97;71.35;70.11;69.18
317;69.91;69.83;71.18;69.96;69.05
318;69.84;69.79;71.08;69.91;68.97
319;69.77;69.74;71.01;69.86;68.76
320;69.67;69.61;70.93;69.75;68.64
321;69.53;69.47;70.79;69.63;68.58
322;69.43;69.27;70.62;69.46;68.58
323;69.35;69.02;70.18;69.09;68.39
324;69.26;68.96;70.06;69.0;68.34
325;69.19;68.87;69.99;68.86;68.26
326;69.01;68.7;69.95;68.64;68.23
327;68.69;68.48;69.67;68.34;68.18
328;68.12;68.01;69.24;67.92;67.99
329;67.89;67.74;68.99;67.59;67.87
330;67.61;67.46;68.69;67.31;67.8
331;67.46;67.34;68.55;67.21;67.7
332;67.27;67.16;68.45;67.06;67.64
333;67.25;67.13;68.42;67.03;67.48
334;67.11;67.02;68.28;66.97;67.32
335;67.03;66.95;68.23;66.91;67.26
336;66.8;66.84;67.93;66.67;67.2
337;66.63;66.67;67.79;66.57;67.08
338;66.42;66.48;67.58;66.38;67.04
339;66.23;66.25;67.38;66.18;67.03
340;66.14;66.14;67.29;66.02;66.97
341;66.04;66.04;67.19;65.93;66.95
342;65.73;65.57;66.84;65.44;66.88
343;65.57;65.34;66.74;65.29;66.8
344;65.36;64.96;66.47;64.95;66.32
345;65.27;64.91;66.38;64.9;66.26
346;65.21;64.84;66.31;64.83;66.2
347;65.15;64.77;66.28;64.79;66.16
348;65.08;64.71;66.21;64.73;66.05
349;65.01;64.62;66.15;64.62;65.79
350;64.88;64.54;66.04;64.54;65.75
351;64.77;64.48;65.95;64.47;65.68
352;64.66;64.31;65.78;64.32;65.64
353;64.51;64.15;65.52;64.21;65.47
354;64.45;64.1;65.46;64.15;65.42
355;64.45;64.1;65.46;64.14;65.27
356;64.2;63.91;65.09;63.95;65.12
357;64.17;63.87;65.08;63.92;64.94
358;64.11;63.76;64.96;63.9;64.83
359;64.08;63.72;64.9;63.86;64.75
360;64.02;63.65;64.89;63.79;64.72
361;63.83;63.47;64.7;63.61;64.7
362;63.65;63.4;64.59;63.5;64.68
363;63.6;63.34;64.53;63.46;64.66
364;63.54;63.27;64.47;63.36;64.59
365;63.49;63.23;64.42;63.31;64.34
366;63.4;63.09;64.29;63.19;64.15
367;63.21;62.82;64.2;63.06;64.11
368;63.17;62.77;64.14;63.02;64.06
369;63.12;62.71;64.07;62.96;64.04
370;62.96;62.65;63.93;62.84;63.89
371;62.92;62.61;63.9;62.78;63.73
372;62.91;62.6;63.89;62.78;63.57
